"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/15";"Nov/15";"Out/15";"Set/15";"Ago/15";"Jul/15";"Jun/15";"Mai/15";"Abr/15";"Mar/15";"Fev/15";"Jan/15";"Competência";"Data de atualização"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"200";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   2,38";"   2,39";"201507";"22/01/2016 16:40:10"
"COMPANHIA BRASILEIRA DE PETRÓLEO IPIRANGA (414549)";"Médico Hospitalar";"Pequeno";"200";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIMED PERNAMBUCANA - FEDERAÇÃO DAS COOPERATIVAS MÉDICAS PERNAMBUCANAS (325759)";"Médico Hospitalar";"Pequeno";"200";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS) (410608)";"Médico Hospitalar";"Pequeno";"200";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493)";"Médico Hospitalar";"Pequeno";"200";"190";"0,00";"   0,55";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"CELULOSE NIPO-BRASILEIRA S/A - CENIBRA (339270)";"Médico Hospitalar";"Pequeno";"200";"194";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"VONPAR REFRESCOS S/A (386871)";"Médico Hospitalar";"X";"1";"";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"CLIMED LTDA. ASSISTÊNCIA MÉDICA A EMPRESAS (402141)";"Médico Hospitalar";"X";"1";"";"0,00";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"PRODENT - ASSISTÊNCIA ODONTOLÓGICA LTDA. (380041)";"Odontológica";"Grande";"1";"2";"   0,70";"   0,47";"   0,51";"   0,56";"   0,67";"   0,70";"   0,80";"   0,79";"   0,69";"   0,56";"   0,43";"   0,52";"201507";"22/01/2016 16:40:10"
"UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA (368555)";"Odontológica";"Grande";"2";"10";"   0,33";"   0,16";"   0,16";"   0,16";"   0,25";"   0,33";"   0,25";"   0,25";"   0,17";"   0,16";"   0,08";"   0,08";"201507";"22/01/2016 16:40:10"
"SUL AMÉRICA ODONTOLÓGICO S/A (417815)";"Odontológica";"Grande";"3";"1";"   0,31";"   0,55";"   0,61";"   0,55";"   0,50";"   0,31";"   0,32";"   0,38";"   0,36";"   0,27";"   0,18";"   0,16";"201507";"22/01/2016 16:40:10"
"ODONTO SYSTEM PLANOS ODONTOLOGICOS LTDA (334588)";"Odontológica";"Grande";"4";"3";"   0,26";"   0,30";"   0,35";"   0,38";"   0,29";"   0,26";"   0,20";"   0,17";"   0,15";"   0,18";"   0,15";"   0,14";"201507";"22/01/2016 16:40:10"
"ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA. (310981)";"Odontológica";"Grande";"5";"4";"   0,25";"   0,23";"   0,27";"   0,24";"   0,25";"   0,25";"   0,33";"   0,30";"   0,27";"   0,24";"   0,24";"   0,39";"201507";"22/01/2016 16:40:10"
"SÃO FRANCISCO ODONTOLOGIA LIMITADA (365319)";"Odontológica";"Grande";"6";"13";"   0,21";"   0,04";"0,00";"   0,09";"   0,20";"   0,21";"   0,12";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"ODONTOPREV S/A (301949)";"Odontológica";"Grande";"7";"6";"   0,21";"   0,19";"   0,21";"   0,25";"   0,25";"   0,21";"   0,19";"   0,19";"   0,18";"   0,15";"   0,13";"   0,12";"201507";"22/01/2016 16:40:10"
"DENTAL UNI - COOPERATIVA ODONTOLÓGICA (304484)";"Odontológica";"Grande";"8";"7";"   0,21";"   0,19";"   0,19";"   0,32";"   0,21";"   0,21";"   0,11";"   0,13";"   0,11";"   0,08";"   0,06";"   0,13";"201507";"22/01/2016 16:40:10"
"UNIMED SAÚDE E ODONTO S.A (416801)";"Odontológica";"Grande";"9";"8";"   0,21";"   0,18";"   0,29";"   0,22";"   0,18";"   0,21";"   0,17";"   0,34";"   0,28";"   0,31";"   0,25";"   0,36";"201507";"22/01/2016 16:40:10"
"INTERODONTO - SISTEMA DE SAÚDE ODONTOLÓGICA LTDA. (317501)";"Odontológica";"Grande";"10";"9";"   0,12";"   0,17";"   0,23";"   0,20";"   0,20";"   0,12";"   0,13";"   0,15";"   0,16";"   0,14";"   0,10";"   0,07";"201507";"22/01/2016 16:40:10"
"METLIFE PLANOS ODONTOLÓGICOS LTDA. (406481)";"Odontológica";"Grande";"11";"11";"   0,11";"   0,09";"   0,07";"   0,11";"   0,12";"   0,11";"   0,09";"   0,06";"   0,03";"   0,05";"   0,08";"   0,11";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA (350494)";"Odontológica";"Grande";"12";"14";"   0,10";"   0,03";"   0,03";"   0,06";"   0,06";"   0,10";"   0,13";"   0,13";"   0,10";"   0,06";"   0,03";"   0,03";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE SÃO JOSÉ DOS CAMPOS COOPERATIVA DE TRABALHO ODONTOLÓGICO (313751)";"Odontológica";"Grande";"13";"15";"   0,07";"0,00";"0,00";"0,00";"0,00";"   0,07";"   0,07";"   0,07";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"INSTITUTO DE PREVIDÊNCIA E ASSISTÊNCIA ODONTOLÓGICA LTDA (389358)";"Odontológica";"Grande";"14";"12";"   0,05";"   0,08";"   0,15";"   0,11";"   0,12";"   0,05";"   0,02";"   0,02";"   0,05";"   0,05";"   0,08";"   0,11";"201507";"22/01/2016 16:40:10"
"BELO DENTE ODONTOLOGIA LTDA. (351563)";"Odontológica";"Grande";"15";"15";"   0,04";"0,00";"0,00";"   0,04";"   0,04";"   0,04";"0,00";"   0,04";"   0,04";"   0,04";"0,00";"   0,04";"201507";"22/01/2016 16:40:10"
"UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS (358436)";"Odontológica";"Grande";"16";"15";"0,00";"0,00";"   0,05";"   0,05";"   0,05";"0,00";"0,00";"0,00";"0,00";"   0,05";"   0,05";"   0,11";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE SÃO PAULO COOPERATIVA ODONTOLÓGICA (310042)";"Odontológica";"Grande";"16";"17";"0,00";"   0,21";"   0,31";"   0,30";"   0,10";"0,00";"   0,10";"   0,10";"   0,09";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"BRASILDENTAL OPERADORA DE PLANOS ODONTOLÓGICOS S.A. (419419)";"Odontológica";"Grande";"16";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"DENTAL CENTER SERVIÇOS ODONTOLOGICOS LTDA. (301591)";"Odontológica";"Médio";"1";"1";"   0,74";"   1,84";"   1,59";"   0,77";"   0,94";"   0,74";"   0,92";"   0,91";"   0,91";"   0,90";"   0,71";"   0,88";"201507";"22/01/2016 16:40:10"
"ODONTOGROUP SISTEMA DE SAÚDE LTDA. (389854)";"Odontológica";"Médio";"2";"3";"   0,56";"   0,78";"   0,59";"   0,60";"   0,39";"   0,56";"   0,35";"   0,17";"0,00";"   0,17";"   0,17";"   0,54";"201507";"22/01/2016 16:40:10"
"PLENODONTO ASSISTÊNCIA ODONTOLÓGICA S/C LTDA. (403458)";"Odontológica";"Médio";"3";"2";"   0,52";"   0,92";"   0,93";"   0,96";"   0,50";"   0,52";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ (365785)";"Odontológica";"Médio";"4";"21";"   0,46";"0,00";"0,00";"   0,45";"   0,46";"   0,46";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE FORTALEZA COOPERATIVA DE TRABALHO ODONTOLOGICO LTDA (335258)";"Odontológica";"Médio";"5";"21";"   0,45";"0,00";"0,00";"0,00";"0,00";"   0,45";"   0,61";"   0,77";"   0,31";"   0,16";"   0,32";"   0,32";"201507";"22/01/2016 16:40:10"
"ABS-ASSISTÊNCIA BUCAL SERVIÇOS S/C LTDA. (306347)";"Odontológica";"Médio";"6";"21";"   0,35";"0,00";"0,00";"0,00";"   0,35";"   0,35";"   0,35";"   0,35";"   0,35";"   1,01";"   0,56";"   0,46";"201507";"22/01/2016 16:40:10"
"ODONTOART PLANOS ODONTOLÓGICOS LTDA (414387)";"Odontológica";"Médio";"7";"21";"   0,31";"0,00";"0,00";"0,00";"0,00";"   0,31";"   0,33";"   0,73";"   0,39";"   0,43";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA (414654)";"Odontológica";"Médio";"8";"5";"   0,30";"   0,21";"   0,11";"   0,11";"   0,21";"   0,30";"   0,39";"   0,29";"   0,19";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA LTDA. (374440)";"Odontológica";"Médio";"9";"13";"   0,29";"   0,29";"   0,29";"   0,29";"   0,29";"   0,29";"   0,14";"   0,29";"   0,29";"   0,58";"   0,29";"   0,29";"201507";"22/01/2016 16:40:10"
"NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (304441)";"Odontológica";"Médio";"10";"14";"   0,27";"   0,26";"   0,27";"   0,27";"   0,14";"   0,27";"   0,27";"   0,40";"   0,27";"   0,40";"   0,27";"   0,27";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE AMERICANA COOPERATIVA ODONTOLÓGICA (347604)";"Odontológica";"Médio";"11";"21";"   0,25";"0,00";"0,00";"   0,24";"   0,24";"   0,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA (417220)";"Odontológica";"Médio";"12";"21";"   0,20";"0,00";"0,00";"   0,19";"   0,20";"   0,20";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO/RN - COOPERATIVA ODONTOLOGICA DO RIO GRANDE DO NORTE (345318)";"Odontológica";"Médio";"13";"21";"   0,16";"0,00";"0,00";"0,00";"0,00";"   0,16";"   0,16";"   0,16";"0,00";"0,00";"   0,32";"   0,32";"201507";"22/01/2016 16:40:10"
"MOGIDONTO PLANOS ODONTOLÓGICOS LTDA (354741)";"Odontológica";"Médio";"14";"19";"   0,14";"   0,15";"   0,14";"   0,14";"0,00";"   0,14";"   0,14";"   0,14";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA (416525)";"Odontológica";"Médio";"15";"21";"   0,14";"0,00";"0,00";"0,00";"   0,13";"   0,14";"   0,27";"   0,14";"   0,14";"   0,14";"   0,30";"   0,46";"201507";"22/01/2016 16:40:10"
"SORRISO OPERADORA ODONTOLÓGICA LTDA (416631)";"Odontológica";"Médio";"16";"12";"0,00";"   0,30";"   0,59";"   0,57";"   0,28";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"DENTAL NORTE ASSISTENCIA ODONTOLOGICA LTDA. (417181)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO MACEIÓ COOPERATIVA ODONTOLÓGICA (321125)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,16";"   0,16";"   0,32";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA (361569)";"Odontológica";"Médio";"16";"11";"0,00";"   0,38";"   0,38";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO MACAÉ - COOPERATIVA ODONTOLÓGICA (300195)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS (344583)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,31";"201507";"22/01/2016 16:40:10"
"UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO (361593)";"Odontológica";"Médio";"16";"9";"0,00";"   0,43";"   0,28";"   0,28";"   0,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP (413283)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"   0,49";"   0,49";"   0,49";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME (417106)";"Odontológica";"Médio";"16";"6";"0,00";"   0,53";"   0,27";"   0,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO DO RIO DE JANEIRO COOPERATIVA ODONTOLÓGICA LTDA (318230)";"Odontológica";"Médio";"16";"16";"0,00";"   0,23";"   0,22";"0,00";"0,00";"0,00";"0,00";"   0,22";"   0,22";"   0,22";"   0,22";"   0,45";"201507";"22/01/2016 16:40:10"
"SOGELI PLANOS ODONTOLÓGICOS LTDA. (351890)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,39";"   0,38";"   0,38";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO PIRACICABA - COOPERATIVA ODONTOLÓGICA (346004)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA (358339)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA. (322890)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"   0,22";"   0,22";"   0,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"UNIODONTO DE SC COOPERATIVA ADMINISTRADORAS DE CONTRATOS (342203)";"Odontológica";"Médio";"16";"21";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,16";"   0,16";"   0,16";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP (324477)";"Médico Hospitalar";"Grande";"31";"29";"   3,18";"   3,26";"   3,50";"   4,00";"   3,20";"   3,18";"   2,73";"   3,14";"   3,20";"   3,01";"   2,75";"   2,49";"201507";"22/01/2016 16:40:10"
"INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA. (359394)";"Odontológica";"Pequeno";"15";"9";"0,00";"   0,66";"   0,66";"   0,66";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"OPERADORA DE PLANOS DE SAÚDE SERRA IMPERIAL LTDA. (409235)";"Médico Hospitalar";"Pequeno";"22";"27";"  23,50";"  16,17";"  16,23";"  16,27";"  23,97";"  23,50";"  18,04";"  32,30";"  53,67";"  53,98";"  40,93";"  58,17";"201507";"22/01/2016 16:40:10"
"UNIMED MACAPA COOPERATIVA DE TRABALHO MÉDICO - EM LIQUIDAÇÃO EXTRAJUDICIAL (366811)";"Médico Hospitalar";"Pequeno";"23";"33";"  23,02";"  11,26";"  14,61";"  25,18";"  27,35";"  23,02";"  12,82";"   6,00";"   1,47";"   1,79";"   5,82";"   6,18";"201507";"22/01/2016 16:40:10"
"CIME CIRURGIA E MEDICINA S/C LTDA - EM LIQUIDAÇÃO EXTRAJUDICIAL (323349)";"Médico Hospitalar";"Pequeno";"24";"4";"  18,90";"  56,35";"  64,70";"  50,21";"  34,61";"  18,90";"   9,44";"   5,23";"   1,04";"   1,04";"   2,07";"   2,07";"201507";"22/01/2016 16:40:10"
"PAME - ASSOCIAÇÃO DE ASSISTÊNCIA PLENA EM SAÚDE (342408)";"Médico Hospitalar";"Pequeno";"25";"17";"  18,11";"  23,91";"  14,63";"  14,16";"  13,68";"  18,11";"  18,15";"  15,95";"  12,29";"   8,66";"  10,81";"  14,54";"201507";"22/01/2016 16:40:10"
"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA (313971)";"Médico Hospitalar";"Pequeno";"26";"13";"  17,32";"  30,73";"  26,10";"  22,55";"  19,32";"  17,32";"  10,69";"   5,26";"   5,79";"   2,50";"   1,39";"   3,07";"201507";"22/01/2016 16:40:10"
"HOSPITAL NOSSA SENHORA DAS GRAÇAS LTDA. (309401)";"Médico Hospitalar";"Pequeno";"27";"194";"  16,85";"0,00";"0,00";"   5,72";"  11,36";"  16,85";"  14,28";"   8,24";"   3,65";"0,00";"0,00";"   3,08";"201507";"22/01/2016 16:40:10"
"UNIX - SAÚDE LTDA (418137)";"Médico Hospitalar";"Pequeno";"28";"24";"  16,01";"  18,75";"  21,82";"  23,76";"  18,59";"  16,01";"  13,25";"  22,99";"  24,68";"  26,24";"  16,44";"  12,61";"201507";"22/01/2016 16:40:10"
"GREEN LIFE SAÚDE ASSISTÊNCIA MÉDICA LTDA. (410471)";"Médico Hospitalar";"Pequeno";"29";"64";"  15,57";"   4,88";"  12,64";"  17,25";"  20,22";"  15,57";"  11,10";"   7,98";"   5,32";"  11,12";"  13,64";"  25,23";"201507";"22/01/2016 16:40:10"
"ITAUSEG SAÚDE S.A. (000884)";"Médico Hospitalar";"Pequeno";"30";"31";"  14,21";"  12,87";"  14,42";"  18,35";"  16,67";"  14,21";"  10,99";"   8,59";"   8,55";"   6,19";"   3,85";"   4,60";"201507";"22/01/2016 16:40:10"
"PLANO DE AUTOGESTÃO EM SAÚDE DOS SERVIDORES DO PODER JUDICIÁRIO (406201)";"Médico Hospitalar";"Pequeno";"31";"5";"  13,22";"  54,36";"  27,91";"  14,69";"  16,16";"  13,22";"  14,85";"  13,63";"  17,20";"  22,46";"  24,64";"  23,54";"201507";"22/01/2016 16:40:10"
"SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE (415898)";"Médico Hospitalar";"Pequeno";"32";"194";"  11,67";"0,00";"0,00";"0,00";"0,00";"  11,67";"  11,62";"  23,11";"  11,53";"  11,49";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"COMPANHIA DE ENGENHARIA DE TRAFEGO - CET (330051)";"Médico Hospitalar";"Pequeno";"33";"71";"  11,44";"   4,42";"   7,07";"  13,24";"  13,22";"  11,44";"   2,64";"   1,76";"   2,64";"   2,64";"   4,41";"   4,41";"201507";"22/01/2016 16:40:10"
"FREE LIFE OPERADORA DE PLANOS DE SAÚDE LTDA (351091)";"Médico Hospitalar";"Pequeno";"34";"87";"  11,20";"   3,36";"   2,01";"   3,36";"   9,50";"  11,20";"  11,58";"   8,01";"   5,77";"   3,55";"   1,43";"   5,72";"201507";"22/01/2016 16:40:10"
"ADVANCE PLANOS DE SAÚDE LTDA (335657)";"Médico Hospitalar";"Pequeno";"51";"18";"   6,94";"  23,85";"  26,06";"  14,10";"   9,32";"   6,94";"   6,89";"   6,84";"   9,05";"  11,22";"  13,36";"  13,24";"201507";"22/01/2016 16:40:10"
"UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (348066)";"Médico Hospitalar";"Pequeno";"52";"46";"   6,91";"   8,03";"   7,93";"   5,48";"   4,65";"   6,91";"   7,63";"   6,83";"   3,77";"   3,75";"   2,98";"   2,95";"201507";"22/01/2016 16:40:10"
"SANTA LUZIA ASSISTENCIA MEDICA S.A. (358509)";"Médico Hospitalar";"Pequeno";"53";"194";"   6,84";"0,00";"   1,72";"   6,85";"   8,52";"   6,84";"   1,71";"   1,71";"   3,41";"   3,43";"   1,72";"0,00";"201507";"22/01/2016 16:40:10"
"SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA (343676)";"Médico Hospitalar";"Pequeno";"54";"38";"   6,80";"   9,68";"   9,72";"   9,72";"   4,86";"   6,80";"   7,80";"   5,84";"   2,93";"   2,93";"   3,89";"   4,88";"201507";"22/01/2016 16:40:10"
"HBC SAÚDE LTDA. (414352)";"Médico Hospitalar";"Pequeno";"55";"53";"   6,79";"   6,80";"   9,63";"  13,02";"  10,76";"   6,79";"   2,26";"   2,83";"   3,96";"   2,83";"   1,13";"   2,26";"201507";"22/01/2016 16:40:10"
"MASSA FALIDA DE CLINICA MARECHAL RONDON LTDA ME (407968)";"Médico Hospitalar";"Pequeno";"56";"";"   6,71";"";"   6,73";"   6,71";"   6,71";"   6,71";"   6,71";"0,00";"0,00";"0,00";"   6,71";"   6,71";"201507";"22/01/2016 16:40:10"
"UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA. (323357)";"Médico Hospitalar";"Pequeno";"57";"34";"   6,50";"  10,54";"  11,80";"  13,04";"  10,40";"   6,50";"   3,90";"   6,49";"   6,46";"   3,86";"   1,28";"   2,56";"201507";"22/01/2016 16:40:10"
"MASSA FALIDA DE SAUDE ASSISTENCIA MEDICA INTERNACIONAL LTDA (300926)";"Médico Hospitalar";"Pequeno";"58";"";"   6,17";"";"";"";"   5,29";"   6,17";"   7,01";"   4,36";"   6,06";"   7,79";"   6,93";"   6,93";"201507";"22/01/2016 16:40:10"
"HC SAÚDE LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL (335851)";"Médico Hospitalar";"Pequeno";"59";"194";"   5,89";"0,00";"0,00";"0,00";"   5,89";"   5,89";"   5,89";"   5,86";"   5,83";"   5,80";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"AMENO ASSISTÊNCIA MÉDICA LTDA. (409464)";"Médico Hospitalar";"Pequeno";"60";"58";"   5,87";"   6,15";"   6,13";"   6,09";"   6,07";"   5,87";"   5,69";"   5,47";"   5,37";"   5,26";"  15,53";"  15,31";"201507";"22/01/2016 16:40:10"
"SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA (340162)";"Médico Hospitalar";"Pequeno";"61";"54";"   5,60";"   6,35";"   4,53";"   5,42";"   5,52";"   5,60";"   1,89";"   2,86";"   2,86";"   2,85";"0,00";"0,00";"201507";"22/01/2016 16:40:10"
"PETROBRAS DISTRIBUIDORA S.A. (354571)";"Médico Hospitalar";"Pequeno";"62";"189";"   5,58";"   0,56";"   1,11";"   3,34";"   4,46";"   5,58";"   5,57";"   5,01";"   3,89";"   2,22";"   2,77";"   2,77";"201507";"22/01/2016 16:40:10"
"AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A. (321338)";"Médico Hospitalar";"Pequeno";"63";"59";"   5,47";"   5,69";"   5,02";"   3,34";"   5,55";"   5,47";"   4,89";"   4,82";"   5,82";"   5,67";"   2,99";"   2,91";"201507";"22/01/2016 16:40:10"
"UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996)";"Médico Hospitalar";"Pequeno";"64";"39";"   5,47";"   9,56";"   6,66";"   7,53";"   6,48";"   5,47";"   2,70";"   2,69";"   0,89";"   0,89";"   0,89";"   1,77";"201507";"22/01/2016 16:40:10"
"SANAMED - SAÚDE SANTO ANTONIO LTDA (384585)";"Médico Hospitalar";"Pequeno";"65";"77";"   5,46";"   4,06";"   4,74";"   5,44";"   5,44";"   5,46";"   4,10";"   6,18";"   6,19";"   7,57";"   4,80";"   6,15";"201507";"22/01/2016 16:40:10"
"GAMA SAUDE LTDA. (407011)";"Médico Hospitalar";"Pequeno";"66";"75";"   5,45";"   4,24";"   6,76";"   8,22";"   8,03";"   5,45";"   3,03";"   1,82";"   1,83";"   2,44";"   2,44";"   5,51";"201507";"22/01/2016 16:40:10"
"ATÍVIA SERVIÇOS DE SAÚDE S/A (320510)";"Médico Hospitalar";"Pequeno";"67";"60";"   5,24";"   5,16";"   3,37";"   5,50";"   4,29";"   5,24";"   4,10";"   5,03";"   3,96";"   4,88";"   5,23";"   5,58";"201507";"22/01/2016 16:40:10"
"SANTA CASA DE MISERICORDIA DE SÃO JOSÉ DO RIO PARDO - HOSPITAL SÃO VICENTE (353264)";"Médico Hospitalar";"Pequeno";"68";"62";"   5,03";"   5,07";"   4,33";"   7,20";"   7,19";"   5,03";"   2,16";"   0,72";"   0,72";"   0,72";"   2,16";"   2,88";"201507";"22/01/2016 16:40:10"
"SOCIEDADE BENEFICENTE UNIÃO OPERÁRIA DE ARARAQUARA (343811)";"Médico Hospitalar";"Pequeno";"69";"61";"   5,03";"   5,12";"  10,20";"   5,09";"   5,07";"   5,03";"   4,98";"   4,95";"0,00";"0,00";"   4,89";"   4,87";"201507";"22/01/2016 16:40:10"
"ORALCLASS ASSISTENCIA MÉDICA E ODONTOLOGICA LTDA. (402478)";"Médico Hospitalar";"Pequeno";"70";"26";"   4,97";"  16,99";"  23,04";"  20,09";"  13,71";"   4,97";"   4,98";"   3,70";"   7,28";"   5,96";"   7,00";"  10,34";"201507";"22/01/2016 16:40:10"
