"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/19";"Nov/19";"Out/19";"Set/19";"Ago/19";"Jul/19";"Jun/19";"Mai/19";"Abr/19";"Mar/19";"Fev/19";"Jan/19";"Competência";"Data de atualização"
"UNIODONTO ARAPIRACA COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA (403512)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"E F SOBRINHO EIRELI - ME (420778)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE TAQUARITINGA COOPERATIVA ODONTOLÓGICA (350290)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (419583)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"201906";"13/01/2020 21:44:43"
"PREVODOCTOR  ASSISTÊNCIA ODONTOLÓGICA LTDA. (412830)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTOCLINICA RCC LTDA. S/S (418111)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"INTERDENTAL ODONTOLOGIA INTEGRADA LTDA. (312525)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"METODONT - ASSISTÊNCIA ODONTOLOGICA LTDA (300365)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE AVARE COOPERATIVA ODONTOLÓGICA (311669)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTO PRIME S/S LTDA (418994)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE FEIRA DE SANTANA - COOPERATIVA DE TRABALHO ODONTOLÓGICO DE FEIRA DE SANTANA RESP LIMITADA (400556)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE SALVADOR - COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (310107)";"Odontológica";"Pequeno";"9";"4";"0,00";"   2,23";"   2,23";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA (316997)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,51";"   0,51";"   0,51";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA (417149)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"  51,72";"  51,46";"  51,19";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA. (415821)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"CENTRO ODONTOLOGICO INTEGRADO EIRELI (314757)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO SÃO JOSÉ DO RIO PRETO - COOPERATIVA ODONTOLÓGICA (303259)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO FRONTEIRA OESTE/RS COOPERATIVA ODONTOLÓGICA LTDA. (341894)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO LEOPOLDINA - COOPERATIVA ODONTOLÓGICA (401919)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA. (359394)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA (412996)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTOREAL LTDA. (412040)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA (333620)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO VALE DO SINOS COOPERATIVA ODONTOLÓGICA LTDA (406295)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"PLANODENTE LTDA. (416517)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"VIP ASSISTENCIA ODONTOLOGICA LTDA. (405582)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO COOPERATIVA ODONTOLÓGICA DO SERIDÓ LTDA (343919)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA. (414981)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO COOP ODONT VALE TAQUARI E RIO PARDO LTDA (353752)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIVERSAL PLANO ODONTOLOGICO LTDA (413348)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA (366510)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ASSOCIAÇÃO BRASILEIRA DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO - DENTAL MED CENTER (413941)";"Odontológica";"Pequeno";"9";"15";"0,00";"   0,60";"   0,61";"   0,61";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"COOPERATIVA NOVODENTE LTDA (417840)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE RIO BRANCO ACRE COOPERATIVA ODONTOLÓGICA LTDA. (403997)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA (417114)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"   1,71";"   1,79";"   1,80";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"MULTI - BUCAL ODONTOLOGIA LTDA - EPP (351351)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"FEDERAÇÃO DAS UNIODONTOS DO ESTADO DE MINAS GERAIS (344583)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA. (324710)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTO PRIME PLANOS ODONTOLÓGICOS LTDA ME (420212)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE CACAPAVA COOPERATIVA ODONTOLOGICA (347302)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA (404942)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"9";"10";"0,00";"   0,94";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO BEBEDOURO - COOPERATIVA ODONTOLÓGICA (327093)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA. (415871)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE NOVA IGUAÇU COOPERATIVA ODONTOLÓGICA (411701)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"FR PLANO ODONTOLÓGICO LTDA (419818)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE FERNANDOPOLIS COOPERATIVA ODONTOLOGICA (301647)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"SMART DENTAL ODONTOLOGIA EIRELI - ME (420298)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ORALPLANOS ASSISTÊNCIA ODONTOLÓGICA LTDA ME (419656)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO PONTA GROSSA COOPERATIVA ODONTOLÓGICA (315818)";"Odontológica";"Pequeno";"9";"8";"0,00";"   1,01";"   1,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,02";"   1,02";"201906";"13/01/2020 21:44:43"
"PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA (415987)";"Odontológica";"Pequeno";"9";"18";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"DENTSY ODONTOLOGIA S/S LTDA. (414425)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"LOTUS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (415537)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO-NORDESTE, CENTRAL REGIONAL DAS COOP. ODONT. DO NORD. DO BRASIL (416177)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTOPAM ASSISTENCIA MÉDICA ODONTOLOGICA INTEGRADA LTDA (313891)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"   0,90";"   0,93";"   0,95";"0,00";"0,00";"0,00";"   1,06";"   1,11";"   1,16";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE RIO CLARO COOPERATIVA ODONTOLOGICA (349011)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO JUIZ DE FORA COOPERATIVA DE SAÚDE ODONTOLÓGICA LTDA. (327441)";"Odontológica";"Pequeno";"9";"9";"0,00";"   1,01";"   1,01";"   1,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"J.E. ODONTOQUALITY S/S LTDA (418536)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"SISTEMA PREVSAUDE LTDA (333239)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"   0,93";"   0,94";"   0,94";"0,00";"   0,94";"   0,94";"   0,94";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"O.S ODONTOLÓGICA LTDA. (404365)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE BOTUCATU COOPERATIVA ODONTOLOGICA (347477)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"WM ADMINISTRAÇÃO DE PLANOS ODONTOLÓGICOS LTDA. (351628)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE (359459)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"PROI - PLANO RACIONAL DE ODONTOLOGIA INTEGRAL  LTDA. (411728)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO BAHIA SUL - COOPERATIVA ODONTOLOGICA DE ILHEUS RESPONSABILIDADE LTDA (383929)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"INVEST ORAL PLANO ODONTOLÓGICO LTDA. (416240)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP (415952)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO ITAPERUNA/RJ COOPERATIVA DE TRABALHO ODONTOLOGICO (317772)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE LIMEIRA COOPERATIVA ODONTOLÓGICA (369462)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE CAMPOS - COOPERATIVA ODONTOLOGICA (402516)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"   1,33";"   1,30";"   1,26";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO (402010)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,71";"   0,71";"   1,43";"   0,71";"   0,71";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE JALES - COOPERATIVA ODONTOLÓGICA (309257)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"PLANO ODONTOLÓGICO DENTALVIDAS LTDA. (415936)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"LITORAL CONVÊNIOS E CREDENCIAMENTO ODONTOLÓGICO LTDA ME (418358)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO MOSSORÓ - COOPERATIVA DOS CIRURGIÕES DENTISTAS DE MOSSORÓ E REGIÃO OESTE (303291)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,76";"   0,76";"   0,76";"0,00";"201906";"13/01/2020 21:44:43"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"IGM OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (419745)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"ODONTOFACE OPERADORA DE PLANOS DE SAUDE ODONTOLOGICOS LTDA (417068)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"PREVINA ODONTOLOGIA LTDA (403636)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA (416835)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"9";"16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"UNIODONTO DE BRAGANÇA PAULISTA COOP DE TRABALHO ODONTOLÓGICO (306193)";"Odontológica";"X";"1";"";"0,00";"";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201906";"13/01/2020 21:44:43"
"AGEMED SAÚDE S.A. (339601)";"Médico Hospitalar";"Grande";"1";"1";"  29,39";" 169,21";" 115,23";"  55,91";"  33,36";"  28,38";"  29,39";"  28,87";"  25,45";"  18,96";"  13,12";"  10,51";"201906";"13/01/2020 21:44:43"
"SANTA HELENA ASSISTÊNCIA MÉDICA S/A. (355097)";"Médico Hospitalar";"Grande";"2";"4";"  20,39";"  13,48";"  17,67";"  27,30";"  36,49";"  32,29";"  20,39";"   8,28";"   6,28";"   5,65";"   5,08";"   4,36";"201906";"13/01/2020 21:44:43"
"AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA (394734)";"Médico Hospitalar";"Grande";"3";"8";"  12,25";"  15,55";"  15,20";"  14,55";"  13,20";"  12,16";"  12,25";"  16,04";"  18,86";"  19,02";"  14,92";"  11,36";"201906";"13/01/2020 21:44:43"
"PROMED ASSISTENCIA MEDICA LTDA (348805)";"Médico Hospitalar";"Grande";"4";"7";"  11,10";"  11,56";"  12,52";"  10,69";"  10,23";"  10,42";"  11,10";"  12,05";"  13,00";"  11,28";"   9,07";"   7,24";"201906";"13/01/2020 21:44:43"
"UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO (393321)";"Médico Hospitalar";"Grande";"5";"3";"  10,83";"  13,94";"  13,84";"  12,49";"  11,65";"  11,83";"  10,83";"  10,28";"   9,40";"   9,53";"   9,47";"  10,15";"201906";"13/01/2020 21:44:43"
"BIOVIDA SAÚDE LTDA. (415111)";"Médico Hospitalar";"Grande";"6";"6";"  10,11";"  12,49";"  13,27";"  12,62";"  10,80";"  11,35";"  10,11";"  10,36";"   9,77";"   8,99";"   8,03";"   7,82";"201906";"13/01/2020 21:44:43"
"CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO BRASIL (346659)";"Médico Hospitalar";"Grande";"7";"15";"   9,07";"   7,80";"   9,15";"   9,08";"   8,35";"   8,39";"   9,07";"   9,54";"   9,20";"   8,64";"   8,63";"   8,25";"201906";"13/01/2020 21:44:43"
"CENTRAL NACIONAL UNIMED - COOPERATIVA CENTRAL (339679)";"Médico Hospitalar";"Grande";"8";"10";"   7,90";"   8,74";"   9,86";"   9,65";"   8,85";"   8,29";"   7,90";"   8,30";"   7,88";"   6,91";"   5,70";"   4,55";"201906";"13/01/2020 21:44:43"
