"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/17";"Nov/17";"Out/17";"Set/17";"Ago/17";"Jul/17";"Jun/17";"Mai/17";"Abr/17";"Mar/17";"Fev/17";"Jan/17";"Competência";"Data de atualização"
"NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA. (372609)";"Médico Hospitalar";"Médio";"84";"99";"   2,06";"   1,82";"   1,83";"   2,62";"   2,88";"   3,11";"   2,32";"   2,06";"   1,81";"   1,55";"   1,03";"   2,58";"201705";"05/02/2018 11:09:22"
"PARANA ASSISTENCIA MEDICA LTDA (315265)";"Médico Hospitalar";"Médio";"85";"60";"   2,03";"   2,91";"   3,32";"   1,24";"   1,24";"   1,23";"   2,04";"   2,03";"   2,02";"   2,01";"   1,60";"   1,99";"201705";"05/02/2018 11:09:22"
"FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL (355151)";"Médico Hospitalar";"Médio";"86";"141";"   1,92";"   0,96";"   1,69";"   1,68";"   2,40";"   1,44";"   2,16";"   1,92";"   2,16";"   1,91";"   1,43";"   1,19";"201705";"05/02/2018 11:09:22"
"UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA. (330108)";"Médico Hospitalar";"Médio";"87";"45";"   1,89";"   4,04";"   2,52";"   1,59";"   0,32";"   1,60";"   1,27";"   1,89";"   0,62";"   0,94";"   0,32";"   0,64";"201705";"05/02/2018 11:09:22"
"PROMED ASSISTÊNCIA MÉDICA LTDA (410632)";"Médico Hospitalar";"Médio";"88";"53";"   1,88";"   3,42";"   3,63";"   3,02";"   2,43";"   2,45";"   1,86";"   1,88";"   2,12";"   3,02";"   4,16";"   3,99";"201705";"05/02/2018 11:09:22"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ (336831)";"Médico Hospitalar";"Médio";"89";"124";"   1,87";"   1,22";"   0,61";"   0,92";"   0,92";"   1,24";"   1,55";"   1,87";"   2,49";"   1,56";"   1,24";"   0,31";"201705";"05/02/2018 11:09:22"
"UNIMED NOVA IGUACU COOPERATIVA DE TRABALHO MEDICO (344397)";"Médico Hospitalar";"Médio";"90";"74";"   1,86";"   2,49";"   2,48";"   2,46";"   3,16";"   2,92";"   2,57";"   1,86";"   1,85";"   1,85";"   1,72";"   1,61";"201705";"05/02/2018 11:09:22"
"UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO (348082)";"Médico Hospitalar";"Médio";"91";"79";"   1,85";"   2,30";"   1,84";"   3,20";"   2,74";"   2,74";"   1,84";"   1,85";"   1,62";"   1,16";"   0,92";"   0,46";"201705";"05/02/2018 11:09:22"
"UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO (323926)";"Médico Hospitalar";"Médio";"92";"193";"   1,79";"   0,44";"   0,89";"   0,89";"   1,34";"   1,78";"   2,23";"   1,79";"   0,89";"   0,89";"   0,45";"   0,45";"201705";"05/02/2018 11:09:22"
"EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA (400891)";"Médico Hospitalar";"Médio";"93";"83";"   1,78";"   2,20";"   1,88";"   0,93";"   0,93";"   0,91";"   1,80";"   1,78";"   2,08";"   2,07";"   1,77";"   1,17";"201705";"05/02/2018 11:09:22"
"UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA (367397)";"Médico Hospitalar";"Médio";"94";"98";"   1,76";"   1,83";"   1,83";"   1,72";"   1,63";"   1,94";"   1,36";"   1,76";"   1,95";"   1,95";"   1,72";"   2,06";"201705";"05/02/2018 11:09:22"
"UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA. (321958)";"Médico Hospitalar";"Médio";"95";"66";"   1,76";"   2,61";"   2,17";"   2,02";"   2,31";"   2,90";"   2,33";"   1,76";"   1,47";"   1,62";"   1,77";"   1,62";"201705";"05/02/2018 11:09:22"
"UNIMED GUARAPUAVA COOPERATIVA DE TRABALHO MÉDICO (322571)";"Médico Hospitalar";"Médio";"96";"92";"   1,73";"   2,03";"   2,37";"   2,39";"   1,71";"   1,38";"   1,38";"   1,73";"   1,75";"   0,71";"   1,07";"   1,07";"201705";"05/02/2018 11:09:22"
"UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA (309087)";"Médico Hospitalar";"Médio";"97";"121";"   1,70";"   1,29";"   0,43";"   0,43";"   1,29";"   2,14";"   2,13";"   1,70";"   0,85";"   0,42";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"CEMIG SAÚDE (417505)";"Médico Hospitalar";"Médio";"98";"91";"   1,68";"   2,04";"   1,69";"   1,52";"   0,68";"   1,01";"   0,84";"   1,68";"   1,67";"   2,00";"   1,67";"   1,66";"201705";"05/02/2018 11:09:22"
"UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO. (312347)";"Médico Hospitalar";"Médio";"99";"139";"   1,66";"   0,97";"   0,64";"   0,97";"   0,97";"   0,99";"   1,98";"   1,66";"   1,32";"   0,67";"   0,67";"   0,68";"201705";"05/02/2018 11:09:22"
"UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO (311294)";"Médico Hospitalar";"Médio";"100";"118";"   1,65";"   1,36";"   1,01";"   0,34";"   0,34";"   0,34";"   0,67";"   1,65";"   1,62";"   1,59";"   0,64";"   0,64";"201705";"05/02/2018 11:09:22"
"CLINICA SÃO JOSÉ SAUDE LTDA. (413275)";"Médico Hospitalar";"Médio";"101";"43";"   1,61";"   4,07";"   2,72";"   2,96";"   1,60";"   1,14";"   0,91";"   1,61";"   2,32";"   1,64";"   1,17";"   1,16";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE SANTOS (418021)";"Médico Hospitalar";"Médio";"102";"33";"   1,60";"   5,17";"   5,53";"   4,12";"   3,88";"   3,03";"   2,66";"   1,60";"   1,48";"   0,90";"   0,67";"   0,77";"201705";"05/02/2018 11:09:22"
"CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE (316873)";"Médico Hospitalar";"Médio";"103";"126";"   1,58";"   1,20";"   1,60";"   1,60";"   1,19";"   0,79";"   0,79";"   1,58";"   1,58";"   1,57";"   0,78";"   1,17";"201705";"05/02/2018 11:09:22"
"PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE (331988)";"Médico Hospitalar";"Médio";"104";"65";"   1,57";"   2,64";"   3,72";"   2,67";"   2,68";"   1,97";"   1,97";"   1,57";"   1,88";"   2,17";"   2,67";"   2,50";"201705";"05/02/2018 11:09:22"
"CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO (352331)";"Médico Hospitalar";"Médio";"105";"42";"   1,56";"   4,18";"   4,00";"   3,38";"   3,36";"   3,18";"   2,00";"   1,56";"   0,99";"   1,27";"   1,26";"   1,82";"201705";"05/02/2018 11:09:22"
"UNIMED POÇOS DE CALDAS - SOC. COOP. DE TRAB. E SERVIÇOS MÉDICOS (316148)";"Médico Hospitalar";"Médio";"106";"200";"   1,52";"   0,30";"   0,30";"   0,61";"   0,92";"   1,52";"   1,52";"   1,52";"   1,21";"   0,60";"   0,60";"   0,60";"201705";"05/02/2018 11:09:22"
"SAUDE PAS - MEDICINA E ODONTO (409243)";"Médico Hospitalar";"Médio";"107";"156";"   1,51";"   0,83";"   1,67";"   2,82";"   3,16";"   2,34";"   1,49";"   1,51";"   0,92";"   0,93";"   0,32";"   0,32";"201705";"05/02/2018 11:09:22"
"DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA. (349682)";"Médico Hospitalar";"Médio";"108";"70";"   1,48";"   2,54";"   2,30";"   1,94";"   1,70";"   1,84";"   1,60";"   1,48";"   0,87";"   0,86";"   0,98";"   1,69";"201705";"05/02/2018 11:09:22"
"FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL (317233)";"Médico Hospitalar";"Médio";"109";"75";"   1,48";"   2,40";"   2,10";"   1,79";"   0,90";"   0,89";"   0,89";"   1,48";"   1,48";"   1,18";"   1,18";"   0,88";"201705";"05/02/2018 11:09:22"
"MEDIPLAN ASSISTENCIAL LTDA (368849)";"Médico Hospitalar";"Médio";"110";"97";"   1,47";"   1,84";"   1,85";"   2,08";"   1,65";"   1,66";"   1,45";"   1,47";"   1,36";"   1,25";"   1,02";"   0,80";"201705";"05/02/2018 11:09:22"
"UNIODONTO DE TRÊS RIOS - COOPERATIVA DE TRABALHO ODONTOLÓGICA (359726)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"SÓ ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA (416878)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"PREST ODONTO LTDA (384844)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIDENTAL COOPERATIVA UNIAO DOS DENTISTAS DA GRANDE NATAL (401277)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,68";"   1,68";"   1,68";"201705";"05/02/2018 11:09:22"
"ODONTOPARÁ PLANO DE SAÚDE E CLÍNICA ODONTOLÓGICA LTDA (418714)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"O.S ODONTOLÓGICA LTDA. (404365)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIVERSAL PLANO ODONTOLOGICO LTDA (413348)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"REDE DENTAL OPERADORA DE PLANOS ODONTOLÓGICOS LTDA (412350)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"DENTAL PLAN - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA. ME (415804)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"MULTI - BUCAL ODONTOLOGIA LTDA - EPP (351351)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIODONTO DE SAO JOSE DO RIO PARDO - COOPERATIVA ODONTOLÓGICA (378682)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ORAL SAÚDE CLÍNICA ODONTOLÓGICA LTDA. (311693)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA (418447)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIODONTO DUQUE DE CAXIAS COOPERATIVA DE TRABALHO ODONTOLÓGICO LTDA. (382337)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"TOP DOCTOR'S ODONTOLOGIA LTDA (416193)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ODONTO QUALIT SERVIÇOS ODONTOLÓGICOS LTDA (416347)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"   3,38";"   3,32";"   3,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIODONTO DE LINS COOPERATIVA ODONTOLOGICA (344681)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED PALMAS COOPERATIVA DE TRABALHO MÉDICO (309907)";"Médico Hospitalar";"Médio";"65";"106";"   2,72";"   1,64";"   1,90";"   1,09";"   0,81";"   1,90";"   3,26";"   2,72";"   1,63";"   0,82";"   1,64";"   1,93";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO (417947)";"Médico Hospitalar";"Médio";"66";"111";"   2,71";"   1,56";"   2,72";"   2,33";"   1,94";"   1,55";"   1,55";"   2,71";"   2,72";"   1,95";"   1,17";"   2,34";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA (326755)";"Médico Hospitalar";"Médio";"67";"96";"   2,60";"   1,85";"   2,32";"   1,86";"   2,80";"   2,81";"   3,06";"   2,60";"   2,60";"   2,13";"   1,89";"   2,60";"201705";"05/02/2018 11:09:22"
"FUNDAÇÃO CESP (315478)";"Médico Hospitalar";"Médio";"68";"69";"   2,56";"   2,55";"   2,42";"   2,03";"   2,29";"   2,93";"   2,93";"   2,56";"   1,66";"   1,28";"   1,28";"   1,66";"201705";"05/02/2018 11:09:22"
"UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO (354996)";"Médico Hospitalar";"Pequeno";"111";"87";"   2,03";"   3,07";"   3,06";"   8,14";"  10,19";"   9,19";"   2,04";"   2,03";"   3,03";"   7,05";"   7,04";"   6,02";"201705";"05/02/2018 11:09:22"
"UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO . (365777)";"Médico Hospitalar";"Pequeno";"112";"146";"   2,01";"   1,32";"   1,33";"   1,33";"   1,34";"   2,02";"   3,38";"   2,01";"   1,33";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548)";"Médico Hospitalar";"Pequeno";"113";"64";"   1,96";"   5,23";"   5,88";"   4,57";"   6,55";"   5,25";"   4,59";"   1,96";"   2,61";"   1,96";"   3,26";"   1,95";"201705";"05/02/2018 11:09:22"
"UNIMED RESENDE COOPERATIVA DE TRABALHO MÉDICO (330566)";"Médico Hospitalar";"Pequeno";"114";"198";"   1,92";"0,00";"   0,60";"   0,60";"   1,22";"   0,62";"   1,89";"   1,92";"   1,94";"   2,61";"   1,97";"   2,67";"201705";"05/02/2018 11:09:22"
"UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA (303178)";"Médico Hospitalar";"Pequeno";"115";"104";"   1,81";"   2,42";"   0,61";"   1,21";"   1,20";"   1,80";"   1,20";"   1,81";"   1,20";"   0,59";"0,00";"   0,59";"201705";"05/02/2018 11:09:22"
"ALVORECER - ASSOCIAÇÃO DE SOCORROS MÚTUOS (344800)";"Médico Hospitalar";"Pequeno";"116";"55";"   1,80";"   3,32";"   3,51";"   3,30";"   3,01";"   1,61";"   1,14";"   1,80";"   1,87";"   1,26";"   1,91";"   4,53";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS PÚBLICOS DO ESPÍRITO SANTO (394271)";"Médico Hospitalar";"Pequeno";"117";"198";"   1,80";"0,00";"0,00";"0,00";"   1,80";"   3,61";"   3,61";"   1,80";"   1,80";"   1,80";"  10,72";"  12,42";"201705";"05/02/2018 11:09:22"
"GAMA SAUDE LTDA. (407011)";"Médico Hospitalar";"Pequeno";"38";"48";"   7,99";"   9,05";"   8,98";"   8,20";"   5,96";"   5,96";"   8,11";"   7,99";"   7,87";"   4,25";"   3,54";"   2,00";"201705";"05/02/2018 11:09:22"
"UNIMED DAS ESTÂNCIAS PAULISTAS - OPERADORA DE PLANOS DE SAÚDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (348066)";"Médico Hospitalar";"Pequeno";"39";"37";"   7,98";"  11,36";"  12,33";"   8,18";"   8,14";"   4,05";"   5,04";"   7,98";"  14,77";"  15,55";"  13,47";"   6,69";"201705";"05/02/2018 11:09:22"
"UNIMED BOA VISTA COOPERATIVA DE TRABALHO MÉDICO (304158)";"Médico Hospitalar";"Pequeno";"40";"198";"   7,77";"0,00";"  26,39";"  20,24";"   9,68";"   6,12";"   4,30";"   7,77";"   3,35";"   6,04";"   4,26";"   6,03";"201705";"05/02/2018 11:09:22"
"HALSA OPERADORA DE MEDICINA DE GRUPO LTDA (419834)";"Médico Hospitalar";"Pequeno";"41";"34";"   7,72";"  12,94";"   8,88";"   8,92";"   8,99";"   8,93";"  13,16";"   7,72";"   3,51";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"COOPERATIVA DE USUÁRIOS ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA - VIVAMED SAÚDE (314170)";"Médico Hospitalar";"Pequeno";"42";"62";"   7,57";"   5,57";"   5,51";"   7,23";"   8,86";"   7,82";"   6,83";"   7,57";"   9,95";"   9,04";"   7,39";"   5,83";"201705";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO BANEB (315583)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"   2,16";"   4,31";"   6,45";"   4,28";"   2,13";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO (328031)";"Médico Hospitalar";"Pequeno";"193";"";"0,00";"";"";"";"";"";"0,00";"0,00";"0,00";"  71,43";"  49,59";"  71,86";"201705";"05/02/2018 11:09:22"
"UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO (341819)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"DESENBAHIA - AGÊNCIA DE FOMENTO DO ESTADO DA BAHIA S/A (402052)";"Médico Hospitalar";"Pequeno";"193";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED VALE DO CORUMBÁ COOPERATIVA DE TRABALHO MEDICO (302228)";"Médico Hospitalar";"Pequeno";"193";"150";"0,00";"   1,27";"   1,27";"   1,27";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO (346951)";"Médico Hospitalar";"Pequeno";"193";"169";"0,00";"   0,91";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"PREVIDENT ASSISTÊNCIA ODONTOLÓGICA LTDA. (374440)";"Odontológica";"Médio";"2";"5";"   0,68";"   0,38";"   0,38";"   0,39";"   0,39";"   0,66";"   0,54";"   0,68";"   0,55";"   0,83";"   0,55";"   0,42";"201705";"05/02/2018 11:09:22"
"DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA. (322890)";"Odontológica";"Médio";"3";"4";"   0,40";"   0,67";"   0,68";"   0,46";"   0,60";"   0,38";"   0,39";"   0,40";"   0,80";"   0,68";"   0,55";"   0,14";"201705";"05/02/2018 11:09:22"
"MOGIDONTO PLANOS ODONTOLÓGICOS LTDA (354741)";"Odontológica";"Médio";"4";"8";"   0,38";"   0,18";"   0,18";"   0,18";"   0,19";"   0,19";"   0,19";"   0,38";"   0,39";"   0,39";"   0,20";"   0,20";"201705";"05/02/2018 11:09:22"
"NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA. (304441)";"Odontológica";"Médio";"5";"5";"   0,32";"   0,38";"   0,39";"   0,50";"   0,61";"   0,52";"   0,42";"   0,32";"   0,55";"   0,56";"   0,46";"   0,43";"201705";"05/02/2018 11:09:22"
"ORAL BRASIL CONSULTORIA E GESTÃO EM SAÚDE LTDA (413127)";"Odontológica";"Médio";"6";"10";"   0,31";"0,00";"   0,33";"   0,32";"   0,32";"   0,32";"   0,32";"   0,31";"0,00";"0,00";"0,00";"   0,22";"201705";"05/02/2018 11:09:22"
"UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA (343404)";"Odontológica";"Médio";"7";"10";"   0,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,29";"   0,29";"   0,28";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIMED ITABIRA COOPERATIVA DE TRABALHO MÉDICO (335517)";"Médico Hospitalar";"Pequeno";"183";"198";"   0,58";"0,00";"0,00";"   0,59";"   1,19";"   1,19";"   0,59";"   0,58";"   0,57";"   0,57";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA (317012)";"Médico Hospitalar";"Pequeno";"184";"198";"   0,58";"0,00";"0,00";"0,00";"   0,57";"   1,15";"   1,15";"   0,58";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA (419150)";"Médico Hospitalar";"Pequeno";"185";"155";"   0,56";"   1,16";"   0,58";"0,00";"0,00";"0,00";"0,00";"   0,56";"   1,12";"   1,68";"   1,68";"   1,12";"201705";"05/02/2018 11:09:22"
"PROASA - PROGRAMA ADVENTISTA DE  SAÚDE (310522)";"Médico Hospitalar";"Pequeno";"186";"162";"   0,55";"   1,09";"0,00";"0,00";"   0,54";"   0,54";"   0,54";"   0,55";"   0,55";"   0,55";"   0,55";"   0,55";"201705";"05/02/2018 11:09:22"
"UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO (364070)";"Médico Hospitalar";"Pequeno";"187";"198";"   0,53";"0,00";"0,00";"0,00";"   0,52";"   0,53";"   0,53";"   0,53";"   0,53";"   1,60";"   1,07";"   1,07";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇÃO PADRE ALBINO SAÚDE (420158)";"Médico Hospitalar";"Pequeno";"188";"153";"   0,53";"   1,21";"0,00";"0,00";"   1,09";"   1,04";"   1,58";"   0,53";"   0,78";"0,00";"0,00";"";"201705";"05/02/2018 11:09:22"
"UNIMED INCONFIDENTES COOPERATIVA DE TRABALHO MÉDICO LTDA. (304395)";"Médico Hospitalar";"Pequeno";"189";"194";"   0,52";"   0,51";"   0,52";"0,00";"0,00";"0,00";"0,00";"   0,52";"   1,04";"   1,04";"   0,52";"   0,52";"201705";"05/02/2018 11:09:22"
"FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO (323942)";"Médico Hospitalar";"Pequeno";"193";"135";"0,00";"   1,51";"   1,52";"   1,53";"   0,77";"   0,77";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"SERVMED SAÚDE LTDA (326356)";"Médico Hospitalar";"Pequeno";"193";"141";"0,00";"   1,39";"   1,38";"   0,69";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ASSOCIAÇAO UNISAUDE MARAU (333867)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"CENTRAIS ELÉTRICAS DE RONDÔNIA S/A - CERON (304697)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"SANTA CASA DE MISERICORDIA DE PONTA GROSSA (419338)";"Médico Hospitalar";"Pequeno";"193";"156";"0,00";"   1,15";"   0,58";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"SMH - SOCIEDADE MÉDICO HOSPITALAR LTDA (351644)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856)";"Médico Hospitalar";"Pequeno";"193";"198";"0,00";"0,00";"  26,48";"  26,27";"  26,06";"0,00";"0,00";"0,00";"0,00";"  24,49";"  24,31";"  24,17";"201705";"05/02/2018 11:09:22"
"CAIXA DE ASSISTÊNCIA DOS ADVOGADOS DO ESTADO DO RIO DE JANEIRO - CAARJ (355879)";"Médico Hospitalar";"Pequeno";"193";"";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ODONTOFACE OPERADORA DE PLANOS DE SAUDE ODONTOLOGICOS LTDA (417068)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"ORALPLANOS ASSISTÊNCIA ODONTOLÓGICA LTDA ME (419656)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"UNIODONTO DOURADOS - COOPERATIVA ODONTOLÓGICA (313807)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
"LITORAL CONVÊNIOS E CREDENCIAMENTO ODONTOLÓGICO LTDA ME (418358)";"Odontológica";"Pequeno";"15";"10";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201705";"05/02/2018 11:09:22"
