"Razão Social (Registro ANS)";"Cobertura";"Porte";"Classificação no Mês";"Classificação no Mês Anterior";"Dez/16";"Nov/16";"Out/16";"Set/16";"Ago/16";"Jul/16";"Jun/16";"Mai/16";"Abr/16";"Mar/16";"Fev/16";"Jan/16";"Competência";"Data de atualização"
"ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ (417955)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"HOSPITAL DE CATAGUASES (400319)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO (343153)";"Médico Hospitalar";"Pequeno";"183";"67";"0,00";"   3,57";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S/S LTDA (416738)";"Médico Hospitalar";"Pequeno";"168";"171";"   0,64";"0,00";"0,00";"   0,63";"   0,64";"   0,64";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,67";"201607";"22/01/2017 02:12:03"
"UNIMED VALE DAS ANTAS, RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA. (335541)";"Médico Hospitalar";"Pequeno";"169";"156";"   0,64";"   0,63";"0,00";"0,00";"   0,64";"   0,64";"   1,28";"   0,64";"   0,63";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO (318035)";"Médico Hospitalar";"Pequeno";"170";"171";"   0,64";"0,00";"   0,63";"   1,26";"   1,27";"   0,64";"0,00";"   1,92";"   1,92";"   1,91";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO (320897)";"Médico Hospitalar";"Pequeno";"171";"171";"   0,61";"0,00";"   0,62";"   0,61";"   1,22";"   0,61";"   1,22";"   1,22";"   1,23";"   0,64";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS (354279)";"Médico Hospitalar";"Pequeno";"172";"159";"   0,59";"   0,60";"   1,20";"   1,19";"   1,19";"   0,59";"   0,59";"0,00";"   0,59";"   0,59";"   1,17";"   0,59";"201607";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA DO SETOR ELÉTRICO - E-VIDA (418374)";"Médico Hospitalar";"Pequeno";"173";"104";"   0,58";"   1,73";"   1,16";"0,00";"   0,58";"   0,58";"   0,58";"0,00";"0,00";"0,00";"0,00";"   0,59";"201607";"22/01/2017 02:12:03"
"UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO (334154)";"Médico Hospitalar";"Pequeno";"174";"161";"   0,57";"   0,59";"   1,18";"   1,17";"   1,16";"   0,57";"   0,57";"0,00";"0,00";"0,00";"   0,56";"   0,53";"201607";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SÃO JOSÉ DO RIO PRETO (339539)";"Médico Hospitalar";"Pequeno";"175";"167";"   0,55";"   0,54";"   0,54";"   1,08";"   1,09";"   0,55";"0,00";"0,00";"0,00";"   1,12";"   1,11";"   1,11";"201607";"22/01/2017 02:12:03"
"S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL (324493)";"Médico Hospitalar";"Pequeno";"176";"131";"   0,54";"   1,07";"   1,60";"   1,07";"   0,54";"   0,54";"   0,54";"   0,54";"0,00";"0,00";"0,00";"   0,54";"201607";"22/01/2017 02:12:03"
"UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO (361941)";"Médico Hospitalar";"Pequeno";"177";"130";"   0,54";"   1,09";"   1,09";"0,00";"0,00";"   0,54";"   1,07";"   1,61";"   1,07";"   0,54";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO (358096)";"Médico Hospitalar";"Pequeno";"178";"135";"   0,53";"   1,06";"   1,58";"   1,05";"   1,05";"   0,53";"0,00";"   1,06";"   1,07";"   1,07";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"AMPARA ASSISTÊNCIA MÉDICA PARAÍSO LTDA (325465)";"Médico Hospitalar";"Pequeno";"107";"171";"   2,01";"0,00";"0,00";"   0,83";"   1,83";"   2,01";"   1,00";"0,00";"   0,99";"   0,99";"   0,98";"   0,98";"201607";"22/01/2017 02:12:03"
"UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO (365238)";"Médico Hospitalar";"Pequeno";"183";"143";"0,00";"   0,80";"   0,80";"0,00";"0,00";"0,00";"0,00";"   1,60";"   1,59";"   1,60";"0,00";"   0,79";"201607";"22/01/2017 02:12:03"
"UNIMED PATOS - COOPERATIVA DE TRABALHO MÉDICO (336467)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA. (327328)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇAO UNISAUDE MARAU (333867)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,92";"   1,92";"201607";"22/01/2017 02:12:03"
"ARCELORMITTAL BRASIL S/A (416070)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO (304468)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,64";"   1,29";"201607";"22/01/2017 02:12:03"
"COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO (392405)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PORTO DIAS SAUDE LTDA. (415081)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"SOCIEDADE COOPERATIVA CRUZEIRO - OPERADORA DE PLANOS DE SAUDE SOCIEDADE COOPERATIVA - EM LIQUIDAÇÃO EXTRAJUDICIAL (356107)";"Médico Hospitalar";"Pequeno";"183";"90";"0,00";"   2,19";"   2,18";"   1,63";"   0,54";"0,00";"0,00";"   0,50";"   0,49";"   1,92";"   2,25";"   2,12";"201607";"22/01/2017 02:12:03"
"IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA (345741)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA (408263)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   4,59";"   9,12";"201607";"22/01/2017 02:12:03"
"GRANJAS QUATRO IRMÃOS AGROPECUÁRIA E COMÉRCIO S/A (404152)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC (414689)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"SANTA CASA DE MISERICÓRDIA DE TUPÃ (306045)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE (406813)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"EVERCROSS PLANEJAMENTO DE ASSISTÊNCIA MÉDICA LTDA. (410179)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"OPERADORA DE PLANOS PRIVADOS DE ASSISTENCIA A SAUDE CONSAUDE S/S LTDA (350729)";"Médico Hospitalar";"Pequeno";"183";"153";"0,00";"   0,66";"   0,65";"   0,67";"   0,67";"0,00";"0,00";"   0,70";"   0,67";"   0,65";"0,00";"   1,19";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ (419591)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB (334189)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,68";"   0,66";"   0,65";"   0,65";"201607";"22/01/2017 02:12:03"
"ITAIPU BINACIONAL (366234)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO (344788)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED STA RITA, STA ROSA E SÃO SIMÃO COOP. TRAB. MÉDICO (402834)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO (354619)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CLÍNICA SÃO JOÃO LTDA (407623)";"Médico Hospitalar";"Pequeno";"183";"";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PULMONAR CLINICA DE PNEUMOLOGIA E CIRURG TORACICA LTDA. (403369)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CEDPLAN SAÚDE LTDA EPP (418749)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM (388092)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PREV SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICA PRIVADA (414948)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED INTRAFEDERATIVA FEDERAÇÃO REGIONAL SUL DE MINAS (320838)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA (416509)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO (311944)";"Médico Hospitalar";"Pequeno";"183";"88";"0,00";"   2,22";"   2,24";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CLÍNICA SÃO GABRIEL S/S LTDA (415944)";"Médico Hospitalar";"Pequeno";"183";"20";"0,00";"  12,04";"  12,46";"  11,98";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA (413551)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED PALMEIRA DOS ÍNDIOS COOPERATIVA DE TRABALHO MÉDICO (369233)";"Médico Hospitalar";"Pequeno";"183";"109";"0,00";"   1,53";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,51";"   1,51";"   3,00";"201607";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE SANTA RITA PASSA QUATRO (363511)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   3,54";"   3,53";"   3,52";"0,00";"201607";"22/01/2017 02:12:03"
"UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA (311057)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CLIMOL CLINICA MÉDICA E ODONTOLÓGICA SÃO FRANCISCO DE ASSIS LTDA. (402770)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL (368920)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PLAMHEG PLANO DE ASSISTÊNCIA MEDICA E HOSPITALAR DO ESTADO DE GOIAS S/S LTDA (373141)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   1,22";"   1,21";"   2,40";"   3,37";"   4,25";"   6,04";"201607";"22/01/2017 02:12:03"
"CAIXA DE ASSISTENCIA MEDICA DOS EX-EMPREGADOS DO BEMAT (331856)";"Médico Hospitalar";"Pequeno";"183";"171";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CAIXA DE ASSISTÊNCIA OSWALDO CRUZ (417548)";"Médico Hospitalar";"Pequeno";"166";"48";"   0,66";"   5,22";"   5,89";"   2,62";"   1,31";"   0,66";"   1,32";"   1,98";"   3,97";"   2,65";"   2,65";"   1,99";"201607";"22/01/2017 02:12:03"
"SERVMED SAÚDE LTDA (326356)";"Médico Hospitalar";"Pequeno";"167";"154";"   0,64";"   0,66";"   1,31";"   1,30";"   0,65";"   0,64";"   0,64";"   0,63";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ODONTOVIDA LTDA ME (418200)";"Odontológica";"Pequeno";"12";"5";"0,00";"   2,16";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA (336017)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"O.S ODONTOLÓGICA LTDA. (404365)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ODONTO CARD - ASSISTENCIA ODONTOLOGICA LTDA - EPP (419346)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"   0,74";"   0,75";"201607";"22/01/2017 02:12:03"
"ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA (405671)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ODONTOCLINICA RCC LTDA. S/S (418111)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIODONTO DE CAMPO GRANDE SIST. NAC. COOP. ODONT. (347183)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"JLM ASSISTÊNCIA ODONTOLÓGICA LTDA (416215)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"CLINICA ODONTOLOGICA ODONTOPLAN LTDA (410071)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ORAL SAÚDE DE VOTUPORANGA SERVIÇO ODONTOLÓGICO LTDA. (379557)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"DENTAL CARE CLINICA ODONTOLOGICA LTDA (386219)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"PARRA ODONTOLOGIA LTDA (415782)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"201607";"22/01/2017 02:12:03"
"CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA (405931)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIODONTO DE ARACAJU COOP DE TRABALHO ODONTOLOGICO (349283)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"AMARAL & RAYMUNDINI LTDA. (413593)";"Odontológica";"Pequeno";"12";"";"0,00";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ODONTO JARAGUÁ LTDA (312321)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIDOCTOR ADMINISTRADORA DE CONVÊNIOS LTDA (411558)";"Odontológica";"Pequeno";"12";"7";"0,00";"   1,39";"   1,39";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIODONTO DE VOTUPORANGA COOPERATIVA ODONTOLOGICA (350630)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"UNIODONTO TAUBATÉ COOPERATIVA DE TRABALHO ODONTOLOGICO (319350)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"MULTI - BUCAL ODONTOLOGIA LTDA - EPP (351351)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSISTÊNCIA ODONTOLÓGICA ESPECIALIZADA LTDA (365297)";"Odontológica";"Pequeno";"12";"15";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"IRMANDADE DA SANTA CASA DE MISERICORDIA DE VITORIA (378038)";"Médico Hospitalar";"Pequeno";"47";"71";"   5,10";"   3,12";"   4,14";"   5,15";"   7,17";"   5,10";"   3,04";"   1,01";"   1,01";"   1,00";"   2,00";"   1,99";"201607";"22/01/2017 02:12:03"
"VEROLIFE SAÚDE S/A (358711)";"Médico Hospitalar";"Pequeno";"48";"171";"   4,63";"0,00";"0,00";"0,00";"   4,36";"   4,63";"   5,04";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"BIO SAÚDE SERVIÇOS MÉDICOS LTDA (402966)";"Médico Hospitalar";"Pequeno";"49";"7";"   4,35";"  10,12";"   8,88";"   9,09";"   4,05";"   4,35";"   2,03";"   2,78";"   4,26";"   3,56";"   3,62";"   2,25";"201607";"22/01/2017 02:12:03"
"UNIMED SUDOESTE DE MINAS COOPERATIVA DE TRABALHO MÉDICO (324175)";"Médico Hospitalar";"Pequeno";"50";"34";"   4,12";"   6,69";"   2,68";"   4,03";"   4,07";"   4,12";"   1,39";"0,00";"   1,41";"   2,85";"   2,88";"   1,46";"201607";"22/01/2017 02:12:03"
"SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A (335614)";"Médico Hospitalar";"Pequeno";"51";"78";"   4,11";"   2,63";"   1,33";"   0,67";"   2,71";"   4,11";"   4,85";"   3,52";"   4,99";"   4,32";"   5,08";"   3,64";"201607";"22/01/2017 02:12:03"
"SOCIAL-SOCIEDADE ASSISTENCIAL E CULTURAL (315630)";"Médico Hospitalar";"Pequeno";"52";"95";"   4,05";"   2,04";"   4,08";"   6,11";"   4,05";"   4,05";"   2,03";"   2,04";"   4,06";"   4,05";"   6,06";"   4,03";"201607";"22/01/2017 02:12:03"
"SANAMED - SAÚDE SANTO ANTONIO LTDA (384585)";"Médico Hospitalar";"Pequeno";"53";"60";"   3,96";"   4,04";"   2,01";"   2,00";"   3,32";"   3,96";"   3,95";"   3,29";"   4,61";"   3,30";"   3,97";"   2,00";"201607";"22/01/2017 02:12:03"
"AMI - ASSISTÊNCIA MÉDICA INFANTIL LTDA (328332)";"Médico Hospitalar";"Pequeno";"54";"36";"   3,92";"   6,02";"   8,55";"   8,04";"   7,23";"   3,92";"   3,48";"   1,78";"   2,05";"   1,31";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"ASSOCIAÇÃO SÃO FRANCISCO VIDA (419141)";"Médico Hospitalar";"Pequeno";"55";"79";"   3,88";"   2,60";"   2,62";"   4,24";"   2,69";"   3,88";"   2,28";"   3,54";"   3,64";"   4,38";"   4,45";"   3,23";"201607";"22/01/2017 02:12:03"
"MULTI SAÚDE ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA (402851)";"Médico Hospitalar";"Pequeno";"56";"32";"   3,67";"   7,11";"   9,21";"  11,33";"   7,93";"   3,67";"   0,74";"   1,47";"   0,74";"   0,74";"0,00";"   0,75";"201607";"22/01/2017 02:12:03"
"UNIMED GURUPI COOPERATIVA DE TRABALHO MÉDICO (301124)";"Médico Hospitalar";"Pequeno";"57";"171";"   3,61";"0,00";"0,00";"   2,40";"   3,60";"   3,61";"   2,41";"   2,41";"   3,60";"   2,39";"   1,19";"0,00";"201607";"22/01/2017 02:12:03"
"SOCIEDADE OPERÁRIA HUMANITÁRIA (330337)";"Médico Hospitalar";"Pequeno";"58";"171";"   3,58";"0,00";"0,00";"0,00";"   3,65";"   3,58";"   3,47";"0,00";"0,00";"0,00";"   3,17";"   3,10";"201607";"22/01/2017 02:12:03"
"GAMA SAUDE LTDA. (407011)";"Médico Hospitalar";"Pequeno";"59";"46";"   3,57";"   5,38";"   4,77";"   3,57";"   3,58";"   3,57";"   2,97";"   1,19";"   2,66";"   2,25";"   5,13";"   4,26";"201607";"22/01/2017 02:12:03"
"HBC SAÚDE LTDA. (414352)";"Médico Hospitalar";"Pequeno";"60";"53";"   3,54";"   4,60";"   3,05";"   4,57";"   3,55";"   3,54";"   1,51";"   2,01";"   3,00";"   2,98";"   3,94";"   2,95";"201607";"22/01/2017 02:12:03"
"CEAM BRASIL - PLANOS DE SAÚDE S/A (311472)";"Médico Hospitalar";"Pequeno";"61";"171";"   3,53";"0,00";"0,00";"0,00";"   3,50";"   3,53";"   3,55";"0,00";"0,00";"0,00";"0,00";"0,00";"201607";"22/01/2017 02:12:03"
"IRMANDADE DO SENHOR BOM JESUS DOS PASSOS DA STA CASA DE MISERICORDIA DE BRAGANÇA PAULISTA (323977)";"Médico Hospitalar";"Pequeno";"62";"1";"   3,52";"0,00";"  55,56";"  93,17";"   5,81";"   3,52";"   1,58";"   0,79";"   0,39";"   0,39";"   0,39";"0,00";"201607";"22/01/2017 02:12:03"
